,entropy_raw,entropy_reduction,effective_entropy,reliability,ber,stability_param,voltage_ratio,temperature,storage_pattern,ecc_type,ecc_kwargs,aging_cycles,ecc_str,variation_type
75,0.9992954443621549,0.3125,0.6867954443621549,0.82484375,0.17515625,,1.0,25,random,BCH,{'t': 5},200,BCH(t=5),environment
76,1.0,0.0,1.0,0.80734375,0.19265625,,1.0,25,optimized,None,{},200,None,environment
77,0.9984144269374469,0.0625,0.9359144269374469,0.79390625,0.20609375,,1.0,25,optimized,Hamming,{},200,Hamming,environment
78,0.9998238825988728,0.125,0.8748238825988728,0.81859375,0.18140625,,1.0,25,optimized,BCH,{'t': 2},200,BCH(t=2),environment
79,1.0,0.3125,0.6875,0.83890625,0.16109375,,1.0,25,optimized,BCH,{'t': 5},200,BCH(t=5),environment
80,0.9785844853199951,0.0,0.9785844853199951,0.7490625,0.2509375,,1.0,85,static,None,{},200,None,environment
81,0.9936507116910404,0.0625,0.9311507116910404,0.7542187499999999,0.24578125,,1.0,85,static,Hamming,{},200,Hamming,environment
82,0.9886994082884974,0.125,0.8636994082884974,0.723125,0.276875,,1.0,85,static,BCH,{'t': 2},200,BCH(t=2),environment
83,0.9998238825988728,0.3125,0.6873238825988728,0.7465625,0.2534375,,1.0,85,static,BCH,{'t': 5},200,BCH(t=5),environment
84,0.9992954443621549,0.0,0.9992954443621549,0.76234375,0.23765625,,1.0,85,random,None,{},200,None,environment
85,0.9984144269374469,0.0625,0.9359144269374469,0.7521875,0.2478125,,1.0,85,random,Hamming,{},200,Hamming,environment
86,1.0,0.125,0.875,0.7353125,0.2646875,,1.0,85,random,BCH,{'t': 2},200,BCH(t=2),environment
87,0.9913533102170101,0.3125,0.6788533102170101,0.7975,0.2025,,1.0,85,random,BCH,{'t': 5},200,BCH(t=5),environment
88,0.9992954443621549,0.0,0.9992954443621549,0.806875,0.193125,,1.0,85,optimized,None,{},200,None,environment
